iter	RMSE
160	19.19124147
161	19.12160641
162	19.05307663
163	18.98496947
164	18.9189021
165	18.85349679
166	18.78728041
167	18.72351257
168	18.65959257
169	18.598268
170	18.53760423
171	18.47825629
172	18.41800203
173	18.35814376
174	18.30133674
175	18.24523241
176	18.19005095
177	18.13456024
178	18.0796468
179	18.02478919
180	17.97115089
181	17.91686051
182	17.86590848
183	17.81483706
184	17.76329608
185	17.71254734
186	17.66374623
187	17.61513639
188	17.56672817
189	17.5198512
190	17.47418508
191	17.4282579
192	17.3850709
193	17.34187292
194	17.29924959
195	17.25485611
196	17.21378732
197	17.17211714
198	17.12895121
199	17.08906322
200	17.05008353
201	17.00936701
202	16.97205822
203	16.93448323
204	16.89770914
205	16.86101375
206	16.82472304
207	16.78918894
208	16.75318961
209	16.7191572
210	16.68460732
211	16.65145829
212	16.61757614
213	16.58555147
214	16.55390257
215	16.52229799
216	16.49022508
217	16.45987292
218	16.43014261
219	16.3999009
220	16.36888149
221	16.3383243
222	16.30854157
223	16.27979766
224	16.25300765
225	16.22524194
226	16.19876994
227	16.17240393
228	16.14660105
229	16.12024015
230	16.09411391
231	16.06757177
232	16.04283858
233	16.01791997
234	15.99317804
235	15.97049664
236	15.94745126
237	15.92524117
238	15.89998352
239	15.87829803
240	15.85758234
241	15.83530621
242	15.81434327
243	15.79373586
244	15.77292969
245	15.75349531
246	15.73067261
247	15.71001937
248	15.69131834
249	15.67212996
250	15.65261132
251	15.63447272
252	15.61581196
253	15.59675865
254	15.5790253
255	15.56025687
256	15.54313851
257	15.52514914
258	15.50756482
259	15.49089604
260	15.47500721
261	15.45898345
262	15.4421378
263	15.42691108
264	15.41100122
265	15.39532515
266	15.38026318
267	15.36503856
268	15.35049232
269	15.33485315
270	15.32055597
271	15.30622321
272	15.29109384
273	15.27742718
274	15.26507678
275	15.25085445
276	15.23831641
277	15.22563914
278	15.21197437
279	15.19922815
280	15.18541894
281	15.17299604
282	15.16128144
283	15.14975445
284	15.13822563
285	15.12577509
286	15.11338903
287	15.10108714
288	15.0891614
289	15.07631219
290	15.06521796
291	15.05267523
292	15.04035585
293	15.02933499
294	15.01980413
295	15.00888348
296	14.99876735
297	14.98802954
298	14.97858023
299	14.96746549
300	14.95844236
301	14.94774225
302	14.93821287
303	14.92820455
304	14.91934871
305	14.90936982
306	14.89826982
307	14.88806593
308	14.87818211
309	14.8687609
310	14.85981084
311	14.85092134
312	14.84153747
313	14.83342453
314	14.82519577
315	14.81651874
316	14.80800724
317	14.80077081
318	14.79174552
319	14.78383984
320	14.77459141
321	14.76597095
322	14.7581588
323	14.75063674
324	14.74335251
325	14.73598999
326	14.72911615
327	14.72125333
328	14.71406722
329	14.7073783
330	14.70022722
331	14.69341374
332	14.68648122
333	14.67908363
334	14.67126359
335	14.66513042
336	14.65928802
337	14.65229385
338	14.64566387
339	14.63918934
340	14.63318984
341	14.6264131
342	14.6200229
343	14.61288552
344	14.60679141
345	14.60094105
346	14.5962317
347	14.58970527
348	14.58447778
349	14.57876921
350	14.57303413
351	14.56810713
352	14.56336251
353	14.55814334
354	14.55312419
355	14.54773233
356	14.54255985
357	14.53771347
358	14.53253672
359	14.52685867
360	14.5208424
361	14.51522517
362	14.50979534
363	14.50449444
364	14.50029899
365	14.4942448
366	14.48935205
367	14.48512855
368	14.48089175
369	14.47557707
370	14.47128788
371	14.46669689
372	14.46170801
373	14.45697212
374	14.4530635
375	14.44825835
376	14.44285574
377	14.43892243
378	14.43485949
379	14.43105114
380	14.42627457
381	14.42164029
382	14.41674129
383	14.41304457
384	14.40949621
385	14.40511059
386	14.40133518
387	14.39705585
388	14.39306078
389	14.38851003
390	14.38416283
391	14.37973677
392	14.37542894
393	14.37167261
394	14.36799757
395	14.36387201
396	14.35982795
397	14.35601527
398	14.3514932
399	14.34731931
400	14.34352124
401	14.33993689
402	14.33625457
403	14.33286498
404	14.32859003
405	14.32478485
406	14.32103025
407	14.31677875
408	14.31296943
409	14.3094154
410	14.30523788
411	14.30132851
412	14.29702296
413	14.29410476
414	14.29005407
415	14.28626617
416	14.28349755
417	14.27946584
418	14.27591527
419	14.2729146
420	14.26891783
421	14.26518397
422	14.2625738
423	14.25875394
424	14.25485613
425	14.25182595
426	14.24864981
427	14.24520736
428	14.24265427
429	14.23892571
430	14.23571454
431	14.23228796
432	14.22868834
433	14.22616583
434	14.22272419
435	14.21914802
436	14.21576778
437	14.21221224
438	14.20902988
439	14.20604571
440	14.20338068
441	14.20016685
442	14.19691322
443	14.19369154
444	14.19079596
445	14.1885065
446	14.18541179
447	14.18258934
448	14.17969913
449	14.17675076
450	14.17378231
451	14.17059895
452	14.16782087
453	14.16510858
454	14.16219936
455	14.15927209
456	14.15619492
457	14.15345469
458	14.15138755
459	14.1494232
460	14.14680991
461	14.14403883
462	14.14182401
463	14.13917142
464	14.13664353
465	14.13398352
466	14.13150804
467	14.12865711
468	14.12597263
469	14.1239615
470	14.12143535
471	14.11861003
472	14.1160431
473	14.11325845
474	14.1106576
475	14.10785989
476	14.10530957
477	14.10291708
478	14.10069046
479	14.09838661
480	14.0961725
481	14.09368445
482	14.09186356
483	14.08999646
484	14.08748173
485	14.08547681
486	14.08333867
487	14.08125769
488	14.07892818
489	14.07685532
490	14.07459216
491	14.07235076
492	14.07050183
493	14.06905305
494	14.06695058
495	14.06539814
496	14.06320138
497	14.06064195
498	14.05898649
499	14.05694347
500	14.0553989
501	14.05292996
502	14.05049425
503	14.04831616
504	14.04650304
505	14.04431277
506	14.04211096
507	14.03988062
508	14.03771085
509	14.03558212
510	14.03369358
511	14.03118794
512	14.02920832
513	14.02711014
514	14.02536213
515	14.02354918
516	14.0214494
517	14.01966677
518	14.01795535
519	14.01618256
520	14.01453375
521	14.01238124
522	14.01077688
523	14.00866035
524	14.00679399
525	14.00558636
526	14.00356022
527	14.00202433
528	13.99994733
529	13.99793169
530	13.99587315
531	13.99400458
532	13.99210321
533	13.99057301
534	13.98860867
535	13.98684178
536	13.98528012
537	13.98328037
538	13.98168796
539	13.97999915
540	13.97803278
541	13.97621804
542	13.97423633
543	13.97241195
544	13.97063182
545	13.96890344
546	13.96685472
547	13.96480623
548	13.96345647
549	13.96199907
550	13.96010999
551	13.95861794
552	13.95688166
553	13.95545115
554	13.95374777
555	13.95260056
556	13.95065912
557	13.94889234
558	13.94747694
559	13.94564791
560	13.94391682
561	13.9425096
562	13.94075121
563	13.9392665
564	13.93735434
565	13.93608734
566	13.93466272
567	13.93317641
568	13.93175959
569	13.93033594
570	13.92899169
571	13.92707997
572	13.92536698
573	13.92415134
574	13.92300003
575	13.92118832
576	13.920162
577	13.91836996
578	13.91689843
579	13.9151913
580	13.91357713
581	13.91177003
582	13.91005395
583	13.90837652
584	13.90711023
585	13.90570443
586	13.90432705
587	13.9026693
588	13.90131713
589	13.89989596
590	13.89839123
591	13.89684049
592	13.89487726
593	13.89334763
594	13.89144717
595	13.88978126
596	13.88851986
597	13.88692957
598	13.88565011
599	13.88405213
600	13.88277767
601	13.88102252
602	13.87987994
603	13.87850659
604	13.87720427
605	13.87566413
606	13.87429271
607	13.87253501
608	13.87123216
609	13.87002967
610	13.86846358
611	13.86737258
612	13.86631298
613	13.86483435
614	13.86349041
615	13.86203012
616	13.8604003
617	13.85927617
618	13.8578796
619	13.85669989
620	13.85517274
621	13.85381999
622	13.85261829
623	13.85105815
624	13.8498193
625	13.8485615
626	13.84722938
627	13.84560323
628	13.84408135
629	13.8427791
630	13.84171061
631	13.84031075
632	13.83869365
633	13.837324
634	13.83612084
635	13.8351546
636	13.8336242
637	13.83225079
638	13.8310007
639	13.82910027
640	13.82797745
641	13.8265478
642	13.82499139
643	13.82338665
644	13.8219933
645	13.82062513
646	13.81947932
647	13.81808921
648	13.81697389
649	13.81551927
650	13.814293
651	13.81288181
652	13.81161131
653	13.81028401
654	13.8090367
655	13.80821612
656	13.8070348
657	13.80569193
658	13.80450637
659	13.80299049
660	13.80197877
661	13.80111762
662	13.80007067
663	13.79857764
664	13.79715913
665	13.79609486
666	13.79460153
667	13.79330027
668	13.79217238
669	13.79071125
670	13.78932921
671	13.78799972
672	13.78677378
673	13.78566332
674	13.78416518
675	13.7826503
676	13.78169427
677	13.78066398
678	13.77908997
679	13.77782639
680	13.77660282
681	13.7753966
682	13.77440916
683	13.7731223
684	13.77193786
685	13.77069167
686	13.76948003
687	13.76845794
688	13.76711161
689	13.76606768
690	13.76501161
691	13.76390914
692	13.76327381
693	13.76188679
694	13.76102602
695	13.75973546
696	13.75866986
697	13.75765811
698	13.75667309
699	13.75531802
700	13.75418151
701	13.75286317
702	13.75181664
703	13.75098041
704	13.74987502
705	13.74871313
706	13.7477211
707	13.74654038
708	13.74532462
709	13.74417003
710	13.74309367
711	13.74182614
712	13.74090339
713	13.73930844
714	13.73815522
715	13.737108
716	13.73588605
717	13.73479125
718	13.73347684
719	13.73237931
720	13.73129841
721	13.73021349
722	13.72898335
723	13.72776999
724	13.72656169
725	13.72561106
726	13.72459089
727	13.72346751
728	13.72225633
729	13.72144572
730	13.72047023
731	13.7192877
732	13.71800209
733	13.71686926
734	13.71575233
735	13.71464023
736	13.71374084
737	13.71299665
738	13.71191534
739	13.71072342
740	13.70958234
741	13.70872096
742	13.70802194
743	13.7070655
744	13.70632004
745	13.70541588
746	13.70462098
747	13.70352612
748	13.70248635
749	13.70144061
750	13.70023812
751	13.6991846
752	13.69812364
753	13.69775117
754	13.69692546
755	13.69575396
756	13.69488315
757	13.69408305
758	13.69318819
759	13.69211767
760	13.69096602
761	13.68972303
762	13.6887154
763	13.68760133
764	13.68633922
765	13.68537391
766	13.68439361
767	13.68421248
768	13.68355328
769	13.68264189
770	13.68143278
771	13.68005422
772	13.67930518
773	13.6784397
774	13.67773509
775	13.67609141
776	13.67512311
777	13.67400711
778	13.67322348
779	13.67241179
780	13.67092542
781	13.66998666
782	13.66935245
783	13.66806573
784	13.66679169
785	13.66519457
786	13.6642605
787	13.66297644
788	13.66196606
789	13.66105859
790	13.66008815
791	13.65926578
792	13.65838302
793	13.65729139
794	13.65586317
795	13.65482035
796	13.65358979
797	13.65251728
798	13.65173381
799	13.6509812
800	13.65009192
801	13.64892603
802	13.64823367
803	13.64731093
804	13.64625654
805	13.6454931
806	13.64433612
807	13.64360918
808	13.64251433
809	13.64155199
810	13.64053172
811	13.63959492
812	13.63873372
813	13.63754668
814	13.63668446
815	13.63571388
816	13.63478883
817	13.63381984
818	13.63306723
819	13.63190115
820	13.63119271
821	13.63056047
822	13.62959294
823	13.62861215
824	13.62771213
825	13.62665483
826	13.62558186
827	13.62436857
828	13.62363358
829	13.6226606
830	13.62173015
831	13.6210088
832	13.6196878
833	13.61944486
834	13.61816022
835	13.61697222
836	13.6160503
837	13.61500016
838	13.61419266
839	13.61330454
840	13.61233821
841	13.611734
842	13.61055163
843	13.6099189
844	13.60896151
845	13.60798344
846	13.60731766
847	13.60655761
848	13.60567497
849	13.60437131
850	13.60343556
851	13.60263786
852	13.60169783
853	13.60055579
854	13.5996706
855	13.5987069
856	13.59804286
857	13.59737403
858	13.59638036
859	13.59538327
860	13.59467244
861	13.59394734
862	13.59307587
863	13.59217659
864	13.59131127
865	13.59022598
866	13.58938694
867	13.58799947
868	13.58692635
869	13.58648518
870	13.58588538
871	13.58515807
872	13.58443864
873	13.58366973
874	13.58269359
875	13.58166053
876	13.58083303
877	13.57985224
878	13.57897059
879	13.57784568
880	13.57658748
881	13.57531456
882	13.57459505
883	13.57390068
884	13.57303808
885	13.57205312
886	13.57116791
887	13.57054401
888	13.56960314
889	13.56878712
890	13.56763772
891	13.56699726
892	13.56628673
893	13.56506486
894	13.56448369
895	13.56367007
896	13.56296926
897	13.56200483
898	13.56101348
899	13.56023871
900	13.55931643
901	13.55843829
902	13.55759646
903	13.55696565
904	13.55626206
905	13.55564569
906	13.55473279
907	13.55384908
908	13.55272108
909	13.55166166
910	13.55091805
911	13.54963857
912	13.54880578
913	13.54771817
914	13.54664183
915	13.54588899
916	13.54527868
917	13.54452653
918	13.54331019
919	13.54251852
920	13.54170578
921	13.54087333
922	13.53997178
923	13.53923141
924	13.53854731
925	13.53787838
926	13.53708612
927	13.5364424
928	13.53579897
929	13.53516536
930	13.5342166
931	13.53312531
932	13.53221489
933	13.53135889
934	13.53058967
935	13.52984926
936	13.52876607
937	13.52789673
938	13.52673686
939	13.52618015
940	13.52546394
941	13.52470637
942	13.52386761
943	13.52266449
944	13.52158154
945	13.5206738
946	13.5200548
947	13.51943722
948	13.51880058
949	13.51775014
950	13.51648081
951	13.51566246
952	13.51478643
953	13.51410933
954	13.51330092
955	13.51266491
956	13.51198531
957	13.51102445
958	13.51043782
959	13.50969029
960	13.50898882
961	13.50821504
962	13.50730177
963	13.50655804
964	13.50579952
965	13.50513694
966	13.5043931
967	13.50318894
968	13.50218275
969	13.50157171
970	13.50096857
971	13.50008348
972	13.49924224
973	13.49844192
974	13.49764704
975	13.49647713
976	13.49565291
977	13.49488178
978	13.49414923
979	13.49339567
980	13.49246316
981	13.49174622
982	13.49088808
983	13.49004159
984	13.48902937
985	13.48813325
986	13.48731627
987	13.48670567
988	13.48595241
989	13.48525652
990	13.48447221
991	13.48361682
992	13.48291568
993	13.48205282
994	13.48132218
995	13.48063442
996	13.48001342
997	13.4792444
998	13.47824395
999	13.47743743
1000	13.4766152
1001	13.47573469
1002	13.47491901
1003	13.47419593
1004	13.47326594
1005	13.47222826
1006	13.47120822
1007	13.4703978
1008	13.46980575
1009	13.46886471
1010	13.46802717
1011	13.467344
1012	13.46605224
1013	13.46539637
1014	13.46490874
1015	13.46409217
1016	13.4632488
1017	13.4626232
1018	13.46226034
1019	13.46170223
1020	13.46077311
1021	13.46010643
1022	13.45914073
1023	13.45870648
1024	13.45785261
1025	13.4570287
1026	13.4559721
1027	13.45461222
1028	13.4540815
1029	13.45327503
1030	13.45241824
1031	13.45143929
1032	13.45041469
1033	13.44981092
1034	13.44908827
1035	13.44853083
1036	13.44789794
1037	13.44729332
1038	13.44665001
1039	13.44551849
1040	13.44500314
1041	13.44442587
1042	13.44327927
1043	13.44226377
1044	13.44152827
1045	13.44038462
1046	13.43956656
1047	13.43892301
1048	13.43823433
1049	13.43740951
1050	13.43666347
1051	13.4361572
1052	13.43534493
1053	13.43441141
1054	13.43388456
1055	13.43349067
1056	13.43292429
1057	13.43246262
1058	13.4316681
1059	13.43097763
1060	13.43024623
1061	13.42928371
1062	13.42873374
1063	13.42815669
1064	13.42733267
1065	13.42682566
1066	13.42621202
1067	13.42543883
1068	13.4248143
1069	13.42417741
1070	13.42369529
1071	13.42326388
1072	13.42263823
1073	13.42185568
1074	13.42118757
1075	13.42034927
1076	13.41974026
1077	13.41915297
1078	13.41837551
1079	13.41793442
1080	13.41728895
1081	13.41675928
1082	13.41616701
1083	13.41565778
1084	13.41499145
1085	13.41443445
1086	13.41397015
1087	13.41372988
1088	13.41292346
1089	13.41214208
1090	13.41154757
1091	13.41086013
1092	13.41033101
1093	13.40949953
1094	13.40894873
1095	13.40836654
1096	13.40774961
1097	13.40704813
1098	13.40633115
1099	13.40569322
1100	13.4046396
1101	13.40412637
1102	13.40355293
1103	13.40279316
1104	13.40201519
1105	13.40088486
1106	13.40024636
1107	13.39967386
1108	13.39913561
1109	13.39847965
1110	13.39791918
1111	13.39726882
1112	13.39626188
1113	13.39553242
1114	13.39472058
1115	13.39425981
1116	13.39364727
1117	13.39282687
1118	13.3922299
1119	13.39162621
1120	13.39120494
1121	13.39072163
1122	13.39014302
1123	13.38933263
1124	13.38882505
1125	13.38787388
1126	13.3870327
1127	13.38604822
1128	13.38534527
1129	13.38447544
1130	13.38379571
1131	13.38326776
1132	13.38235072
1133	13.38157116
1134	13.38097415
1135	13.38077034
1136	13.37969533
1137	13.37899297
1138	13.37842192
1139	13.37776526
1140	13.37703124
1141	13.37615073
1142	13.37540486
1143	13.37452196
1144	13.37384932
1145	13.37269953
1146	13.37235287
1147	13.37146813
1148	13.37081397
1149	13.37030842
1150	13.36942873
1151	13.36846488
1152	13.36792891
1153	13.36731711
1154	13.36675138
1155	13.36605227
1156	13.36546997
1157	13.36461359
1158	13.36387242
1159	13.36302022
1160	13.36226313
1161	13.3613731
1162	13.36064969
1163	13.36010669
1164	13.35944115
1165	13.35904985
1166	13.35844715
1167	13.35790735
1168	13.35721636
1169	13.35676189
1170	13.35606821
1171	13.35546526
1172	13.3551482
1173	13.35413664
1174	13.35347934
1175	13.35266551
1176	13.35225761
1177	13.35139167
1178	13.35038856
1179	13.34973409
1180	13.34899977
1181	13.34787004
1182	13.34730161
1183	13.34686499
1184	13.34608016
1185	13.34540704
1186	13.34472334
1187	13.3442554
1188	13.34361971
1189	13.34320162
1190	13.34275857
1191	13.3417937
1192	13.3412786
1193	13.34059244
1194	13.3396373
1195	13.33940074
1196	13.338845
1197	13.33767309
1198	13.33703522
1199	13.33633596
1200	13.33531436
1201	13.33469171
1202	13.33414064
1203	13.33366139
1204	13.33285786
1205	13.33230129
1206	13.3317478
1207	13.33095856
1208	13.33023636
1209	13.32968905
1210	13.32915002
1211	13.32851458
1212	13.32811326
1213	13.32751661
1214	13.32691554
1215	13.32649701
1216	13.32571617
1217	13.32506257
1218	13.32449324
1219	13.32389898
1220	13.32311528
1221	13.32283849
1222	13.32206411
1223	13.32148297
1224	13.32073062
1225	13.32014327
1226	13.31929319
1227	13.31869903
1228	13.31791841
1229	13.31744688
1230	13.31666779
1231	13.31611607
1232	13.31557448
1233	13.31482905
1234	13.31394662
1235	13.31336466
1236	13.31266097
1237	13.31229488
1238	13.31177955
1239	13.31099561
1240	13.31015548
1241	13.30981854
1242	13.30932888
1243	13.30879001
1244	13.30823753
1245	13.30782292
1246	13.30735467
1247	13.30689968
1248	13.30629955
1249	13.30582951
1250	13.30505431
1251	13.30455809
1252	13.30411935
1253	13.30340766
1254	13.3028362
1255	13.30213511
1256	13.30120431
1257	13.30038483
1258	13.29973265
1259	13.29916703
1260	13.29817277
1261	13.29781376
1262	13.29716136
1263	13.29656226
1264	13.2959031
1265	13.29529577
1266	13.29476291
1267	13.29396542
1268	13.29318602
1269	13.29273989
1270	13.29193745
1271	13.29113555
1272	13.29051471
1273	13.28991166
1274	13.28929284
1275	13.28831133
1276	13.28771758
1277	13.28715118
1278	13.28665563
1279	13.28612606
1280	13.28535928
1281	13.28478911
1282	13.28421373
1283	13.2835349
1284	13.28276726
1285	13.28219227
1286	13.28164881
1287	13.28108246
1288	13.28038424
1289	13.27959071
1290	13.27876827
1291	13.27802214
1292	13.27742084
1293	13.27684978
1294	13.27583283
1295	13.27526156
1296	13.27448034
1297	13.27362661
1298	13.27302491
1299	13.27249536
1300	13.27196897
1301	13.27140695
1302	13.27088019
1303	13.27054696
1304	13.26977169
1305	13.26903107
1306	13.26855761
1307	13.26797914
1308	13.26760509
1309	13.2670849
1310	13.26649862
1311	13.26562606
1312	13.26496406
1313	13.26442887
1314	13.26398585
1315	13.26319062
1316	13.26265093
1317	13.26149323
1318	13.26102403
1319	13.26042637
1320	13.25987335
1321	13.25939633
1322	13.25891084
1323	13.25808925
1324	13.25743361
1325	13.25686147
1326	13.25621577
1327	13.25589016
1328	13.25540495
1329	13.25512647
1330	13.25458182
1331	13.25404944
1332	13.25349989
1333	13.25281733
1334	13.252218
1335	13.25153314
1336	13.25073336
1337	13.25019893
1338	13.24938873
1339	13.24876553
1340	13.24792804
1341	13.24716577
1342	13.24670567
1343	13.24598527
1344	13.24549682
1345	13.24486339
1346	13.24431643
1347	13.24373685
1348	13.24315763
1349	13.24263871
1350	13.24223818
1351	13.24171021
1352	13.241251
1353	13.24057032
1354	13.23971973
1355	13.23923386
1356	13.23878368
1357	13.23820754
1358	13.23777463
1359	13.23710551
1360	13.23661742
1361	13.23605001
1362	13.23552328
1363	13.23498291
1364	13.23457977
1365	13.23421865
1366	13.23387994
1367	13.23314058
1368	13.23270538
1369	13.23193434
1370	13.23114874
1371	13.23031815
1372	13.22967477
1373	13.22884183
1374	13.2278957
1375	13.22748773
1376	13.22703488
1377	13.2265672
1378	13.22574814
1379	13.22518668
1380	13.22434107
1381	13.22383194
1382	13.22319607
1383	13.22227991
1384	13.2217564
1385	13.22106928
1386	13.22053457
1387	13.21996344
1388	13.21945251
1389	13.21884584
1390	13.21836872
1391	13.21793202
1392	13.21760421
1393	13.21698932
1394	13.21635416
1395	13.21556052
1396	13.21507739
1397	13.21444798
1398	13.21372107
1399	13.21306004
1400	13.21219855
1401	13.21171119
1402	13.21102967
1403	13.21032817
1404	13.20985091
1405	13.20930457
1406	13.20863634
1407	13.20765852
1408	13.20715085
1409	13.2063127
1410	13.20569702
1411	13.20523375
1412	13.20475072
1413	13.20410161
1414	13.20354666
1415	13.20293676
1416	13.20242053
1417	13.20165656
1418	13.20106167
1419	13.20062631
1420	13.20000975
1421	13.19948923
1422	13.19903918
1423	13.1984034
1424	13.19805986
1425	13.1972103
1426	13.19667123
1427	13.19631365
1428	13.19586605
1429	13.19551429
1430	13.19495035
1431	13.19428872
1432	13.19378225
1433	13.1932435
1434	13.19274009
1435	13.19224398
1436	13.19158295
1437	13.19104497
1438	13.19028126
1439	13.18989659
1440	13.18930333
1441	13.18854708
1442	13.18806883
1443	13.18739632
1444	13.1868257
1445	13.18607917
1446	13.18562781
1447	13.18515691
1448	13.18477052
1449	13.18435691
1450	13.18393
1451	13.18324118
1452	13.18227699
1453	13.18181526
1454	13.18140976
1455	13.18113829
1456	13.1806551
1457	13.18033365
1458	13.17998752
1459	13.17922251
1460	13.17846715
1461	13.17786125
1462	13.17742869
1463	13.17711913
1464	13.17661024
1465	13.17613105
1466	13.17559611
1467	13.17480561
1468	13.17414405
1469	13.17358588
1470	13.17325473
1471	13.17292737
1472	13.17222396
1473	13.17173768
1474	13.17111139
1475	13.17043433
1476	13.1698898
1477	13.16946205
1478	13.16889007
1479	13.16843968
1480	13.16796618
1481	13.16751144
1482	13.16704977
1483	13.16662084
1484	13.1661014
1485	13.16567073
1486	13.16513891
1487	13.16466913
1488	13.16383054
1489	13.16329876
1490	13.16249252
1491	13.1620329
1492	13.16165021
1493	13.16115123
1494	13.16069156
1495	13.16005324
1496	13.15933075
1497	13.15893065
1498	13.15843936
1499	13.15796293
